f00F,f00M,f05F,f05M,f13F,f13M,f25F,f25M,facF,facM,rotulo
31,34,10,11,157,403,11,25,16,25,1
0,6,2,2,8,38,0,4,1,4,1
3,6,3,5,47,65,1,13,3,13,1
3,1,5,5,30,75,3,9,5,9,1
12,14,7,7,107,221,7,21,10,22,1
17,13,14,15,83,226,10,22,15,23,1
6,10,12,13,95,229,9,14,15,14,1
15,14,13,13,100,210,6,26,10,27,1
7,8,8,10,82,181,10,23,16,23,1
5,6,2,2,45,60,2,7,5,8,1
9,4,1,3,18,54,0,8,3,8,1
102,104,51,52,508,1387,33,176,50,176,1
4,9,2,2,24,79,2,5,3,6,1
10,11,4,4,65,116,3,12,6,13,1
4,1,0,1,12,40,0,1,1,3,1
15,12,31,31,183,298,27,36,42,36,1
1,1,1,1,15,28,0,1,2,2,1
4,8,5,6,45,86,2,7,3,8,1
2,3,3,4,41,98,2,11,3,12,1
347,343,715,716,3572,8989,378,830,567,831,1
101,101,94,94,409,1215,87,131,133,132,1
11,17,19,19,154,172,11,21,18,22,1
16,21,5,5,100,217,6,15,9,16,1
0,2,0,1,10,22,0,2,2,2,1
0,3,1,2,12,21,1,3,2,3,1
30,31,24,24,87,427,12,36,18,36,1
15,12,8,9,92,230,11,18,18,18,1
4,8,5,5,33,68,3,7,6,8,1
29,34,53,53,381,464,37,81,56,81,1
21,17,7,8,144,326,19,24,29,25,1
6,6,9,10,35,78,6,17,11,17,1
25,23,10,10,90,351,17,23,26,23,1
5,9,1,2,18,70,2,11,4,11,1
11,11,9,10,52,133,8,8,12,9,1
2,8,7,8,56,58,1,14,2,14,1
11,8,10,11,134,265,14,39,22,39,1
1,5,3,4,15,42,1,5,4,6,1
2,6,5,5,82,111,5,11,10,12,1
5,1,1,1,11,31,1,5,2,5,1
92,97,53,54,935,2044,75,258,112,259,1
3,3,2,2,38,63,1,5,2,5,1
2,6,2,4,37,64,1,12,4,13,1
98,98,61,61,631,1170,58,110,87,111,1
29,33,27,27,180,878,37,57,56,57,1
25,22,5,5,73,215,7,38,13,40,1
4,3,7,7,33,67,1,12,4,12,1
44,39,55,56,1015,1251,51,120,79,120,1
51,47,15,16,188,521,13,54,22,54,1
56,51,44,44,304,530,21,94,31,94,1
34,39,16,17,187,272,9,53,15,54,1
22,25,14,15,155,227,4,20,7,20,1
32,28,28,30,414,644,26,46,41,46,1
84,88,38,38,443,602,44,129,65,129,1
3,4,4,4,30,114,3,18,4,18,1
54,56,20,22,338,560,24,45,39,45,1
2,3,3,3,21,44,2,5,3,6,1
12,9,11,12,53,117,2,12,6,12,1
15,19,51,51,223,770,41,96,62,97,1
8,7,18,20,97,308,4,23,9,23,1
3,6,3,4,24,95,4,6,6,8,1
25,26,29,29,537,948,24,136,36,136,1
16,22,13,14,103,174,6,13,9,14,1
3,9,5,6,25,142,6,7,9,8,1
98,104,38,39,502,655,36,131,56,132,1
1,5,6,6,62,178,4,13,7,14,1
4,4,3,4,37,68,1,7,4,7,1
11,9,9,9,152,293,15,31,25,31,1
2,5,8,9,56,88,6,7,11,8,1
4,7,6,6,23,66,5,8,7,10,1
12,8,9,10,47,101,7,11,11,11,1
4,6,3,4,22,58,0,6,3,7,1
0,6,6,6,36,59,4,10,6,10,1
86,85,26,26,519,839,44,113,66,114,1
3,8,13,14,68,119,8,20,12,22,1
8,7,5,6,64,122,6,11,10,11,1
49,51,50,50,328,609,24,86,38,86,1
22,18,13,13,127,436,13,21,20,22,1
14,18,11,11,91,256,18,37,29,38,1
26,29,88,90,603,754,37,92,55,94,1
5,0,2,2,12,33,0,4,1,5,1
1,6,2,3,19,44,1,4,3,5,1
101,101,60,60,343,844,38,143,60,144,1
17,20,22,24,247,392,19,57,30,58,1
9,13,4,5,120,220,14,27,23,28,1
9,14,18,18,113,239,14,40,23,41,1
27,24,25,26,175,333,12,19,20,20,1
13,10,4,5,80,174,8,17,12,17,1
10,15,16,16,157,251,8,42,12,43,1
15,11,14,14,135,282,19,50,30,50,1
2,2,1,2,13,68,2,9,4,9,1
65,64,35,36,450,1037,38,67,59,68,1
1,7,1,2,31,100,1,12,4,12,1
54,54,52,53,159,797,50,81,74,81,1
10,7,9,9,48,166,7,22,13,23,1
16,16,6,6,91,185,8,11,12,11,1
14,16,12,12,39,101,7,12,12,14,1
13,18,22,22,114,307,16,60,25,61,1
8,8,12,13,47,117,9,18,14,19,1
5,2,3,4,21,108,1,13,3,14,1
27,27,20,20,83,362,16,24,26,24,1
31,31,52,53,467,531,19,120,28,122,1
6,4,12,12,62,208,4,23,7,24,1
3,2,2,3,11,57,2,3,3,5,1
12,11,9,10,63,104,4,15,6,15,1
2,2,2,3,15,32,0,3,2,4,1
39,42,20,21,182,556,17,69,26,69,1
53,60,25,26,177,652,30,78,47,79,1
99,101,69,69,514,1213,60,274,92,276,1
39,43,17,18,389,774,23,33,35,33,1
6,3,6,6,39,58,3,8,6,10,1
3,3,2,2,52,101,5,12,8,12,1
16,16,11,11,89,191,9,21,16,21,1
194,198,114,114,1300,2658,113,333,171,334,1
9,13,6,7,31,144,5,18,9,18,1
2,9,2,2,16,47,0,5,2,5,1
0,1,1,1,7,21,0,1,0,2,1
41,36,36,36,237,590,29,102,45,104,1
3,6,5,5,48,58,2,13,3,14,1
1,8,5,5,84,115,4,10,8,12,1
25,29,61,62,531,1084,25,68,38,69,1
12,12,4,4,42,105,2,11,4,12,1
4,4,4,6,50,94,1,15,4,15,1
8,6,2,3,57,77,1,7,3,8,1
11,15,15,15,111,285,21,26,31,26,1
15,18,7,8,36,149,2,18,5,18,1
14,13,15,15,60,228,6,15,9,17,1
3,4,6,8,44,61,1,8,3,8,1
7,6,2,2,37,70,2,9,3,9,1
7,5,4,5,29,79,1,6,3,7,1
1,1,1,3,45,58,3,5,7,7,1
6,4,2,2,27,53,4,6,7,6,1
1,0,1,3,11,42,0,5,3,5,1
25,25,25,25,128,430,13,44,21,44,1
17,12,17,17,71,207,9,27,15,28,1
3,7,3,3,19,55,3,4,6,6,1
10,6,3,3,37,86,2,13,4,13,1
4,7,5,5,31,69,1,5,2,6,1
19,18,24,25,202,488,15,57,24,58,1
272,271,284,284,1869,5553,254,574,382,575,1
15,10,15,17,49,148,6,34,11,34,1
2,4,3,4,25,53,0,3,2,4,1
17,19,18,19,144,389,17,19,27,20,1
31,30,23,23,372,883,35,108,53,109,1
0,2,1,2,16,68,1,6,2,7,1
2,0,3,3,9,34,0,5,2,6,1
20,24,17,18,260,372,27,60,43,61,1
4,1,3,4,39,51,0,9,2,10,1
8,12,6,6,47,87,4,17,6,17,1
17,18,15,15,73,218,3,35,7,36,1
28,29,11,11,175,281,16,29,23,29,1
7,5,5,6,26,54,2,6,5,7,1
10,14,4,5,94,132,3,29,5,30,1
22,18,15,15,107,213,5,26,9,26,1
6,8,5,5,16,90,2,6,3,6,1
2,7,5,5,47,80,5,10,7,11,1
3,8,3,4,32,72,3,9,5,11,1
6,12,19,21,61,200,15,16,24,18,1
54,58,67,67,372,1227,32,163,49,164,1
39,42,54,54,408,690,17,107,27,107,1
78,82,75,75,742,2643,97,157,147,158,1
1,0,1,1,12,18,0,1,1,2,1
0,3,1,1,23,42,2,4,3,4,1
5,11,16,18,103,252,23,45,36,45,1
32,28,21,21,156,390,9,26,15,26,1
109,109,98,98,534,1794,41,135,64,135,1
9,5,6,7,65,87,2,20,5,21,1
11,17,6,6,68,123,5,22,7,22,1
1,0,1,3,12,26,1,3,3,4,1
5,7,12,12,108,225,14,13,23,13,1
1,5,3,3,9,29,1,4,4,4,1
5,9,6,6,62,145,2,10,6,10,1
16,20,16,17,124,239,12,18,19,18,1
1,8,4,4,27,87,4,10,7,11,1
9,14,5,5,154,232,5,26,9,26,1
145,150,135,136,979,1398,92,206,138,207,1
10,11,5,6,64,142,3,10,6,10,1
39,44,127,127,1024,1094,60,108,92,108,1
7,1,6,6,29,72,3,14,7,15,1
20,21,14,15,129,276,12,22,18,22,1
50,48,26,27,375,604,30,50,44,50,1
20,19,5,5,91,274,12,22,19,23,1
18,23,12,12,55,277,14,18,22,19,1
19,20,36,37,370,533,35,50,53,51,1
2,8,4,5,58,77,4,10,7,11,1
5,5,9,10,41,107,5,20,10,20,1
3,5,3,4,27,56,2,4,3,5,1
1,9,1,3,31,99,4,16,9,16,1
0,3,1,3,25,38,1,3,4,4,1
5,9,5,6,39,102,6,16,11,16,1
16,10,3,4,32,102,1,16,4,18,1
13,15,8,8,104,326,5,18,10,18,1
22,26,5,6,81,187,10,35,14,35,1
35,34,14,14,195,454,15,28,23,28,1
32,37,26,26,222,627,30,67,48,68,1
9,10,23,23,172,274,15,43,24,44,1
56,52,36,37,390,756,42,94,65,94,1
43,38,12,12,90,334,23,56,35,57,1
29,30,41,41,278,662,26,30,39,31,1
15,13,8,8,63,95,3,19,7,19,1
13,13,7,7,90,303,14,42,22,42,1
64,60,94,94,724,1762,83,182,125,183,1
3,0,0,1,4,23,0,1,2,1,1
3,3,3,3,17,42,0,3,1,4,1
13,10,9,9,80,198,8,14,13,15,1
6,7,8,9,67,102,6,7,10,8,1
36,32,30,31,406,611,30,78,47,78,1
9,6,3,3,53,99,5,10,8,10,1
16,18,8,9,94,126,6,20,10,20,1
7,6,8,8,57,156,8,19,13,19,1
5,0,5,5,15,65,2,3,6,5,1
13,16,20,21,138,228,4,27,8,28,1
13,14,12,12,60,96,5,20,7,20,1
82,81,17,19,231,650,44,70,68,72,1
9,7,6,7,59,126,5,20,8,21,1
59,64,60,61,233,1240,45,76,69,76,1
210,208,91,91,648,2031,91,259,138,259,1
15,11,40,41,264,520,29,63,45,63,1
0,5,2,2,29,52,1,8,2,9,1
3,8,3,3,61,106,2,11,5,12,1
8,10,14,15,101,169,4,26,6,27,1
8,8,4,5,52,84,5,13,8,13,1
10,14,9,9,69,104,6,16,9,17,1
7,5,3,4,91,151,9,13,15,14,1
97,102,79,79,819,1485,102,134,155,135,1
21,17,21,22,277,613,22,40,33,40,1
1,4,6,6,69,102,7,19,12,20,1
41,38,18,18,219,566,23,47,35,48,1
12,10,7,7,69,161,5,12,9,12,1
117,120,103,104,615,2377,45,210,69,210,1
43,46,34,34,774,1411,73,121,110,122,1
44,48,48,48,137,493,14,56,22,56,1
16,13,7,7,109,231,4,30,7,30,1
12,18,16,16,109,298,12,30,20,30,1
5,0,4,4,13,46,1,7,4,7,1
21,16,13,13,132,144,3,19,7,20,1
22,26,13,14,152,200,16,39,25,39,1
9,13,12,12,100,447,16,39,27,40,1
2,3,3,3,38,65,2,7,4,7,1
7,3,5,6,39,84,5,5,7,5,1
3,1,4,4,53,92,5,9,9,10,1
116,122,92,92,549,1689,77,253,115,253,1
7,7,25,26,104,359,20,49,32,50,1
6,3,1,3,16,32,0,6,1,6,1
97,98,72,72,477,1209,36,204,56,204,1
48,49,19,21,194,518,14,74,21,75,1
14,13,5,5,100,145,4,10,6,11,1
7,13,2,3,48,177,5,13,8,13,1
26,29,33,33,114,378,13,64,21,65,1
183,183,181,181,870,1820,122,254,184,254,1
8,5,6,7,44,107,5,7,7,8,1
15,17,8,9,114,180,12,21,18,22,1
14,13,18,19,75,259,7,28,12,28,1
26,26,23,24,77,366,6,36,9,36,1
10,11,7,8,27,84,3,5,7,5,1
13,16,41,42,177,457,20,32,32,33,1
83,81,26,27,623,1281,42,152,64,153,1
12,11,2,4,53,104,2,6,5,7,1
3,9,3,4,36,51,0,4,3,4,1
12,17,19,19,124,294,9,34,15,35,1
4,1,0,1,15,28,0,2,1,3,1
6,9,6,6,34,71,3,11,6,12,1
4,3,3,4,37,88,1,4,3,5,1
2,6,3,3,17,93,2,3,4,4,1
9,5,3,4,64,119,7,15,12,16,1
21,17,18,19,156,228,9,22,15,23,1
0,6,0,1,16,31,0,1,1,3,1
135,132,87,88,808,1221,68,176,103,177,1
134,139,166,166,811,3342,117,317,177,317,1
5,7,15,16,108,303,7,25,11,25,1
1,1,2,2,17,44,1,2,3,3,1
29,27,6,7,122,294,4,34,8,34,1
22,18,7,7,100,243,13,13,20,14,1
24,28,15,16,139,362,17,28,28,28,1
13,10,4,4,68,103,5,17,10,18,1
15,14,5,5,81,227,12,20,18,20,1
3,8,2,3,32,111,2,12,6,12,1
26,31,21,21,187,257,8,52,12,52,1
2,4,3,3,56,161,4,15,7,16,1
9,8,9,9,99,247,11,16,18,18,1
73,76,126,126,994,2772,127,284,191,284,1
2,2,2,2,15,31,0,1,2,2,1
4,9,2,4,30,111,6,14,9,15,1
19,17,21,23,101,565,27,29,43,31,1
1,8,4,5,19,68,4,5,8,6,1
5,7,2,2,55,115,5,6,9,6,1
36,40,12,12,296,515,24,36,36,36,1
9,4,8,8,30,86,7,19,12,20,1
17,13,17,17,65,222,11,17,16,18,1
1,1,1,1,14,45,0,2,1,2,1
113,117,90,92,352,1018,45,113,70,115,1
14,10,14,16,98,388,17,33,26,33,1
16,15,15,16,94,447,11,31,17,32,1
11,9,6,7,58,93,2,6,3,6,1
21,16,7,8,69,198,11,16,17,17,1
11,13,7,8,44,162,6,19,8,19,1
13,18,12,13,89,138,2,9,4,9,1
14,14,8,8,56,115,6,16,10,18,1
54,50,65,66,467,1105,27,125,41,125,1
11,7,10,10,32,117,6,21,11,22,1
8,6,5,5,42,100,3,11,6,11,1
34,32,32,33,130,372,16,43,25,43,1
22,27,39,40,133,497,30,68,47,69,1
7,3,5,6,32,97,2,8,5,9,1
16,19,7,8,69,192,10,27,16,27,1
10,15,9,10,112,185,11,36,17,37,1
9,13,22,23,282,372,18,51,28,52,1
6,4,3,3,29,41,1,7,2,8,1
126,132,102,102,302,1213,51,112,78,112,1
1,5,4,4,33,67,1,8,2,10,1
11,13,16,16,130,374,13,30,19,31,1
7,7,1,1,32,74,4,6,6,7,1
6,11,16,16,145,370,13,53,20,53,1
1,7,3,3,25,40,2,7,3,8,1
32,37,33,34,170,300,14,63,22,63,1
23,27,26,27,192,598,25,58,38,58,1
11,13,8,9,175,218,12,26,19,26,1
15,15,9,9,52,160,3,21,8,21,1
8,6,7,7,62,150,2,7,5,8,1
1,6,5,6,36,64,2,7,5,8,1
4,10,4,4,20,102,4,10,7,11,1
3,5,8,9,99,191,5,17,9,17,1
37,39,46,47,384,480,11,76,16,76,1
2,1,0,1,6,22,0,2,2,2,1
5,8,6,7,148,289,12,28,20,28,1
28,27,45,46,325,417,13,65,22,65,1
27,32,13,14,168,356,14,48,21,49,1
3,1,1,2,22,43,1,5,2,6,1
11,16,3,3,78,92,6,19,10,20,1
8,8,6,7,97,173,6,27,9,28,1
6,11,24,24,82,306,10,52,16,53,1
9,10,26,26,186,422,10,34,16,35,1
8,4,12,12,58,151,8,21,13,23,1
33,30,80,81,430,1143,45,193,69,194,1
48,54,25,26,263,733,17,83,29,84,1
46,44,16,16,281,538,15,49,23,50,1
6,3,2,3,38,48,2,9,5,9,1
9,6,22,22,134,228,21,30,31,31,1
15,13,10,10,124,263,6,45,10,45,1
1,4,1,2,19,39,0,2,2,3,1
63,60,48,48,1100,1850,88,255,132,255,1
40,38,35,37,307,459,34,51,51,53,1
51,53,31,31,284,534,28,52,42,53,1
11,10,7,7,49,144,4,13,6,14,1
19,17,9,10,119,148,13,17,20,17,1
14,8,32,34,131,366,28,35,42,35,1
49,47,17,17,106,354,17,39,25,39,1
15,18,11,11,95,165,7,29,11,29,1
2,7,5,6,25,57,3,5,6,6,1
11,12,36,36,294,443,29,71,44,72,1
10,10,14,14,65,305,13,19,22,20,1
54,59,46,46,229,696,12,57,19,57,1
12,16,27,27,196,265,14,23,23,24,1
416,420,162,162,1019,4735,232,479,351,479,1
9,14,11,12,81,168,7,18,12,18,1
4,7,5,5,35,115,4,12,8,12,1
0,4,2,3,22,68,2,4,5,5,1
23,27,17,18,164,241,11,40,17,41,1
4,4,3,3,25,59,2,5,5,6,1
24,30,84,84,580,743,71,130,108,131,1
7,10,11,11,192,200,11,36,17,36,1
24,26,18,19,161,466,31,56,47,56,1
22,24,24,24,96,337,7,20,11,20,1
13,14,9,10,65,187,4,13,6,14,1
9,13,9,10,66,94,7,12,11,13,1
3,7,10,10,44,162,7,15,12,15,1
10,5,5,6,78,142,10,18,17,18,1
12,12,6,6,64,100,4,17,9,17,1
97,97,277,277,1332,3350,96,393,146,394,1
4,1,3,3,46,72,1,7,4,8,1
5,4,4,4,91,154,8,24,15,25,1
21,20,13,14,152,504,25,37,38,38,1
170,171,93,94,848,1525,58,127,88,127,1
6,7,2,2,26,96,1,7,3,8,1
190,192,147,147,1196,2153,142,130,212,131,1
58,56,85,86,491,957,58,95,89,96,1
31,28,6,6,91,232,9,33,15,33,1
10,6,8,8,31,115,6,7,11,8,1
1,7,7,7,33,98,2,8,6,9,1
3,4,0,1,12,24,0,5,1,5,1
58,55,41,42,377,777,16,57,26,57,1
3,0,1,1,7,22,0,1,0,1,1
2,4,2,3,76,96,8,19,12,19,1
5,1,5,5,34,96,2,9,5,10,1
10,14,10,11,39,140,10,24,16,25,1
17,14,17,18,203,273,15,30,24,31,1
229,229,130,130,1033,2843,141,302,213,302,1
22,22,32,32,179,576,20,33,33,34,1
4,10,3,4,26,59,4,9,7,10,1
218,220,153,154,972,1721,121,171,183,172,1
22,19,13,15,64,164,9,18,13,19,1
34,32,26,26,87,297,12,40,18,41,1
62,61,75,75,244,1080,50,79,77,79,1
78,81,19,19,439,677,39,47,61,47,1
5,3,5,6,40,122,3,18,5,20,1
10,6,3,3,70,143,6,11,10,11,1
47,44,16,17,343,429,22,70,34,70,1
19,22,24,25,182,365,20,33,32,34,1
24,23,14,15,103,222,5,28,9,28,1
31,32,11,12,211,336,13,28,21,28,1
7,3,2,3,38,52,3,4,6,5,1
23,21,11,12,48,259,9,33,14,33,1
9,12,11,11,108,160,5,28,9,28,1
8,10,10,11,90,175,7,12,12,13,1
139,140,58,59,1100,1974,92,323,140,324,1
79,77,73,74,779,1584,61,226,92,226,1
9,6,11,11,151,285,8,43,14,44,1
18,17,10,11,94,182,4,26,7,27,1
17,17,5,6,58,171,8,29,12,31,1
30,30,42,42,154,585,45,74,69,74,1
10,12,5,5,70,137,8,20,13,21,1
12,11,12,12,156,174,12,28,18,28,1
32,29,23,23,97,299,27,53,43,55,1
6,3,10,11,63,143,3,21,5,21,1
0,3,3,4,26,61,3,9,6,9,1
53,50,37,37,156,779,26,61,39,62,1
58,62,73,73,380,710,37,135,57,136,1
43,48,63,63,329,606,36,128,56,129,1
27,24,5,6,136,188,15,34,23,36,1
48,51,13,13,222,421,21,71,32,73,1
169,171,131,131,1095,2576,122,333,185,333,1
17,19,19,19,292,650,33,81,50,82,1
3,6,2,3,46,62,3,7,7,7,1
5,8,2,2,20,41,2,6,5,8,1
28,23,28,29,217,453,12,72,20,73,1
23,23,21,21,159,166,14,39,22,39,1
8,11,4,4,48,60,4,14,7,14,1
4,7,4,5,55,82,5,11,8,11,1
34,33,20,21,279,550,10,61,18,63,1
52,51,29,29,229,568,35,31,54,32,1
1,0,0,1,8,28,0,3,2,3,1
36,37,16,17,390,587,31,89,48,89,1
93,97,31,32,276,1040,23,159,36,160,1
4,1,0,1,25,34,1,4,2,4,1
15,20,9,11,81,216,12,32,19,32,1
36,40,56,56,311,779,38,66,58,66,1
18,17,10,11,99,160,8,29,13,29,1
9,13,11,13,140,318,20,26,33,26,1
20,19,9,9,118,256,12,20,19,20,1
21,20,14,15,59,232,5,26,9,26,1
169,168,168,168,2689,3144,96,493,146,494,1
30,33,21,21,164,361,26,32,41,33,1
4,7,8,8,34,67,3,12,5,13,1
53,49,78,79,556,954,85,112,128,112,1
8,4,2,2,48,77,2,11,4,12,1
31,30,40,41,289,755,47,83,71,84,1
5,4,4,4,31,47,2,10,4,10,1
350,350,409,410,2228,6416,318,326,478,326,1
17,19,47,48,360,919,46,44,70,44,1
26,25,19,20,198,345,25,21,38,21,1
5,0,7,7,33,65,4,4,7,5,1
13,17,4,5,50,210,13,31,19,32,1
39,39,24,25,230,643,36,69,54,70,1
5,10,16,16,53,235,10,26,16,27,1
12,18,8,9,87,215,11,14,18,14,1
5,6,9,9,25,90,6,13,11,14,1
273,270,236,237,2119,2956,125,435,189,436,1
13,14,21,21,214,371,9,25,14,25,1
52,52,42,42,286,689,25,53,38,53,1
22,19,14,15,47,173,7,29,12,31,1
354,354,255,255,2677,4857,146,467,219,468,1
3,8,2,3,65,69,6,15,9,15,1
30,30,34,35,174,312,27,38,41,39,1
11,5,19,19,125,259,16,42,26,43,1
9,9,11,13,174,376,24,48,38,49,1
4,8,5,6,22,62,3,9,5,10,1
104,106,49,50,499,1318,21,110,33,110,1
14,17,14,15,264,682,20,59,31,60,1
27,25,26,27,182,323,9,51,15,51,1
27,32,19,19,242,510,13,49,20,50,1
0,3,1,2,17,35,1,4,2,4,1
23,23,18,19,99,197,9,18,14,19,1
55,58,96,96,499,1612,74,191,112,191,1
6,13,6,6,26,75,2,8,3,10,1
38,40,28,28,245,705,39,43,59,43,1
35,37,29,29,96,273,8,53,13,54,1
24,21,23,23,109,380,14,54,22,55,1
5,1,6,7,51,116,7,8,10,9,1
3,2,1,2,12,29,0,4,1,4,1
7,6,20,20,65,310,8,22,14,22,1
7,3,3,5,24,63,5,11,7,11,1
44,47,12,12,102,447,20,36,32,37,1
6,11,9,10,53,104,6,17,11,18,1
14,14,7,7,53,168,8,14,14,15,1
22,21,21,21,184,364,22,28,34,28,1
18,16,14,14,165,538,25,30,39,32,1
20,18,9,10,62,281,13,16,19,18,1
8,4,5,6,24,54,4,8,6,9,1
48,52,80,81,510,1190,17,132,28,132,1
64,68,17,18,321,783,33,56,50,56,1
5,9,7,7,83,160,7,7,11,7,1
5,2,1,2,20,87,5,9,7,10,1
5,2,7,7,27,80,5,9,7,11,1
11,13,10,10,90,312,7,32,12,32,1
9,11,5,5,65,150,7,18,13,19,1
13,15,21,21,68,202,6,24,12,26,1
6,10,17,18,201,221,13,29,20,29,1
56,57,57,57,411,912,30,108,45,109,1
74,76,66,66,657,2652,65,277,100,278,1
11,14,8,9,88,227,14,25,23,26,1
11,17,12,12,39,114,7,21,11,21,1
10,12,13,14,85,201,9,20,15,21,1
8,3,1,3,45,66,1,9,3,9,1
4,5,6,6,40,112,5,8,8,9,1
10,8,8,8,109,236,4,14,8,15,1
13,14,26,27,210,438,25,41,39,42,1
1,2,0,0,8,18,0,1,2,2,1
3,2,3,4,27,59,2,4,5,4,1
10,5,11,13,92,109,8,11,13,13,1
1,0,1,1,12,20,0,2,2,3,1
12,7,8,8,104,230,12,16,19,18,1
17,21,24,24,137,296,9,32,14,32,1
25,20,7,8,94,159,11,33,18,35,1
9,9,10,11,70,83,2,10,6,10,1
26,22,28,29,203,310,15,44,22,44,1
40,36,35,35,327,386,9,59,15,59,1
16,18,11,12,83,157,8,22,12,22,1
19,16,24,24,126,399,10,72,18,73,1
25,26,15,16,169,332,10,33,16,34,1
8,12,16,16,93,324,8,22,14,22,1
3,2,1,2,17,49,1,4,2,5,1
3,8,7,7,83,260,13,28,21,28,1
19,18,11,12,105,125,11,23,16,23,1
7,8,7,8,50,177,11,18,16,19,1
5,9,4,5,39,96,4,9,6,9,1
62,65,35,35,364,750,21,83,32,83,1
55,52,50,50,589,1237,24,216,36,216,1
7,3,1,1,28,67,1,7,4,7,1
7,4,3,3,46,85,5,14,11,14,1
10,5,5,6,28,98,5,16,10,16,1
107,107,53,53,395,1614,24,210,37,211,1
0,3,0,2,14,33,2,2,3,3,1
11,11,6,6,53,141,5,14,8,15,1
30,31,31,31,166,578,23,43,37,43,1
34,35,36,38,186,456,11,84,16,85,1
24,24,11,12,124,319,10,42,14,42,1
5,3,3,3,19,43,1,6,3,7,1
6,7,8,8,38,107,5,9,8,10,1
5,0,5,5,33,64,4,8,8,10,1
10,9,5,6,66,125,7,17,13,17,1
5,3,5,6,57,96,4,14,8,15,1
21,23,9,9,129,366,18,18,29,20,1
17,22,42,43,509,690,49,141,74,141,1
3,5,3,5,28,65,1,3,2,3,1
157,163,70,71,484,1915,106,150,158,151,1
23,19,20,22,333,416,14,29,23,31,1
92,96,69,69,538,1172,50,98,76,98,1
78,81,136,137,1052,2062,54,176,81,177,1
0,1,1,1,10,29,0,1,3,3,1
0,3,4,4,22,48,1,5,4,7,1
30,34,20,20,123,492,14,52,20,53,1
8,10,8,9,35,128,6,10,9,11,1
208,207,229,230,1027,3470,144,366,219,366,1
15,17,32,32,228,447,24,50,36,51,1
28,28,46,47,380,749,30,92,48,93,1
55,62,22,24,190,422,24,37,36,38,1
20,23,9,9,61,275,15,40,24,40,1
43,48,29,29,236,497,27,30,42,31,1
5,3,6,8,35,106,5,8,8,8,1
11,16,16,17,116,189,7,12,12,13,1
4,11,4,5,53,170,7,23,12,23,1
9,11,5,5,45,155,8,13,11,13,1
12,11,9,11,72,176,12,28,20,28,1
7,12,14,14,117,155,12,27,18,28,1
21,22,37,37,505,537,48,95,72,97,1
21,25,14,15,145,288,12,26,20,27,1
291,287,80,80,880,3327,137,383,208,383,1
37,35,37,38,225,471,13,56,19,56,1
17,19,13,14,113,208,9,15,16,15,1
91,91,92,93,476,1014,39,122,60,122,1
98,95,48,49,415,1041,44,56,67,56,1
4,8,7,7,50,84,6,8,10,8,1
5,5,2,4,16,52,2,8,5,8,1
5,5,15,16,131,165,12,34,20,34,1
13,13,11,11,203,563,16,28,27,28,1
4,1,1,1,16,34,1,3,2,3,1
12,17,25,25,163,292,13,39,22,39,1
23,28,22,22,411,829,40,56,61,57,1
12,12,5,5,44,122,2,9,3,10,1
5,6,7,8,35,103,1,5,3,6,1
90,91,43,43,528,878,43,96,64,96,1
37,34,32,32,249,653,14,59,21,60,1
37,37,14,16,94,281,17,36,26,36,1
1,4,2,2,21,79,2,10,5,10,1
27,30,61,61,450,806,46,184,70,184,1
11,17,10,11,87,198,11,24,18,25,1
3,4,1,1,20,67,2,4,4,4,1
93,92,106,106,341,1414,68,139,103,139,1
6,9,22,24,78,225,9,16,16,18,1
6,5,3,3,28,66,1,5,2,6,1
11,7,21,21,98,341,5,18,10,19,1
23,24,32,33,155,452,27,36,43,38,1
32,34,28,28,102,265,20,58,32,58,1
6,12,4,5,73,155,6,18,10,19,1
9,8,10,11,75,140,7,21,11,21,1
8,6,5,5,41,45,1,7,3,8,1
18,15,14,15,201,443,19,41,28,41,1
29,31,45,45,396,734,55,62,83,62,1
12,8,13,15,115,438,8,56,15,56,1
58,60,40,40,255,454,27,38,41,38,1
13,14,16,17,155,365,13,68,22,69,1
6,8,7,8,27,92,3,7,6,7,1
4,0,2,4,39,54,1,4,4,4,1
56,61,46,47,315,597,19,80,28,80,1
1,3,2,3,19,75,2,8,3,9,1
19,19,6,8,44,183,3,19,6,19,1
48,51,36,37,103,568,8,28,12,28,1
52,57,20,20,271,580,23,78,35,79,1
13,11,15,15,53,188,9,27,14,27,1
17,19,5,6,64,283,6,24,11,24,1
4,5,5,6,57,115,2,7,5,7,1
6,12,5,6,80,196,5,17,7,19,1
21,18,21,22,65,221,13,18,19,18,1
22,20,17,18,57,241,11,26,16,26,1
27,32,26,27,193,379,24,55,38,55,1
35,29,12,12,95,324,12,39,18,41,1
8,12,6,6,23,115,2,8,4,9,1
12,17,43,43,279,478,32,61,48,62,1
4,3,4,4,26,56,3,5,4,6,1
18,19,10,11,129,239,9,31,16,32,1
1,0,2,2,12,34,1,2,2,2,1
13,10,4,4,28,143,2,7,6,7,1
2,9,2,2,44,58,2,11,5,12,1
1,6,2,2,14,56,2,5,4,6,1
19,20,12,14,69,134,10,25,17,26,1
7,8,23,23,149,354,21,29,33,29,1
3,3,3,4,26,37,2,5,4,6,1
16,14,12,13,186,306,7,24,10,25,1
11,10,6,7,87,112,7,19,12,20,1
9,8,4,5,107,222,8,30,13,31,1
69,72,80,81,818,1741,120,290,181,290,1
